dataset_name,gan_image_id,fold_id,round_id,train_fold_id,test_fold_ids,binary_label,binary_group,seed,image_size,file_path,source_file_256,snapshot_path,source_type
dibas,diffusion_gan_dibas_fold1_seed20000_224,1,1,1,"2,3,4,5",0,cocci,20000,224,gan_images_224/diffusion_gan/dibas/fold_1/seed20000.png,gan_images_256/diffusion_gan/dibas/fold_1/seed20000.png,checkpoints/39_train_diffusion_gan_make_images_dibas/fold_1/00000-fold_1_minority_256-mirror-auto1-batch8-target0.6-ada_kimg100-ts_dist-priority-image_augno-noise_sd0.05-diffusion_gan_dibas_fold_1/network-snapshot-000200.pkl,diffusion_gan_generated
dibas,diffusion_gan_dibas_fold1_seed20001_224,1,1,1,"2,3,4,5",0,cocci,20001,224,gan_images_224/diffusion_gan/dibas/fold_1/seed20001.png,gan_images_256/diffusion_gan/dibas/fold_1/seed20001.png,checkpoints/39_train_diffusion_gan_make_images_dibas/fold_1/00000-fold_1_minority_256-mirror-auto1-batch8-target0.6-ada_kimg100-ts_dist-priority-image_augno-noise_sd0.05-diffusion_gan_dibas_fold_1/network-snapshot-000200.pkl,diffusion_gan_generated
dibas,diffusion_gan_dibas_fold1_seed20002_224,1,1,1,"2,3,4,5",0,cocci,20002,224,gan_images_224/diffusion_gan/dibas/fold_1/seed20002.png,gan_images_256/diffusion_gan/dibas/fold_1/seed20002.png,checkpoints/39_train_diffusion_gan_make_images_dibas/fold_1/00000-fold_1_minority_256-mirror-auto1-batch8-target0.6-ada_kimg100-ts_dist-priority-image_augno-noise_sd0.05-diffusion_gan_dibas_fold_1/network-snapshot-000200.pkl,diffusion_gan_generated
dibas,diffusion_gan_dibas_fold1_seed20003_224,1,1,1,"2,3,4,5",0,cocci,20003,224,gan_images_224/diffusion_gan/dibas/fold_1/seed20003.png,gan_images_256/diffusion_gan/dibas/fold_1/seed20003.png,checkpoints/39_train_diffusion_gan_make_images_dibas/fold_1/00000-fold_1_minority_256-mirror-auto1-batch8-target0.6-ada_kimg100-ts_dist-priority-image_augno-noise_sd0.05-diffusion_gan_dibas_fold_1/network-snapshot-000200.pkl,diffusion_gan_generated
dibas,diffusion_gan_dibas_fold1_seed20004_224,1,1,1,"2,3,4,5",0,cocci,20004,224,gan_images_224/diffusion_gan/dibas/fold_1/seed20004.png,gan_images_256/diffusion_gan/dibas/fold_1/seed20004.png,checkpoints/39_train_diffusion_gan_make_images_dibas/fold_1/00000-fold_1_minority_256-mirror-auto1-batch8-target0.6-ada_kimg100-ts_dist-priority-image_augno-noise_sd0.05-diffusion_gan_dibas_fold_1/network-snapshot-000200.pkl,diffusion_gan_generated
dibas,diffusion_gan_dibas_fold1_seed20005_224,1,1,1,"2,3,4,5",0,cocci,20005,224,gan_images_224/diffusion_gan/dibas/fold_1/seed20005.png,gan_images_256/diffusion_gan/dibas/fold_1/seed20005.png,checkpoints/39_train_diffusion_gan_make_images_dibas/fold_1/00000-fold_1_minority_256-mirror-auto1-batch8-target0.6-ada_kimg100-ts_dist-priority-image_augno-noise_sd0.05-diffusion_gan_dibas_fold_1/network-snapshot-000200.pkl,diffusion_gan_generated
dibas,diffusion_gan_dibas_fold1_seed20006_224,1,1,1,"2,3,4,5",0,cocci,20006,224,gan_images_224/diffusion_gan/dibas/fold_1/seed20006.png,gan_images_256/diffusion_gan/dibas/fold_1/seed20006.png,checkpoints/39_train_diffusion_gan_make_images_dibas/fold_1/00000-fold_1_minority_256-mirror-auto1-batch8-target0.6-ada_kimg100-ts_dist-priority-image_augno-noise_sd0.05-diffusion_gan_dibas_fold_1/network-snapshot-000200.pkl,diffusion_gan_generated
dibas,diffusion_gan_dibas_fold1_seed20007_224,1,1,1,"2,3,4,5",0,cocci,20007,224,gan_images_224/diffusion_gan/dibas/fold_1/seed20007.png,gan_images_256/diffusion_gan/dibas/fold_1/seed20007.png,checkpoints/39_train_diffusion_gan_make_images_dibas/fold_1/00000-fold_1_minority_256-mirror-auto1-batch8-target0.6-ada_kimg100-ts_dist-priority-image_augno-noise_sd0.05-diffusion_gan_dibas_fold_1/network-snapshot-000200.pkl,diffusion_gan_generated
dibas,diffusion_gan_dibas_fold1_seed20008_224,1,1,1,"2,3,4,5",0,cocci,20008,224,gan_images_224/diffusion_gan/dibas/fold_1/seed20008.png,gan_images_256/diffusion_gan/dibas/fold_1/seed20008.png,checkpoints/39_train_diffusion_gan_make_images_dibas/fold_1/00000-fold_1_minority_256-mirror-auto1-batch8-target0.6-ada_kimg100-ts_dist-priority-image_augno-noise_sd0.05-diffusion_gan_dibas_fold_1/network-snapshot-000200.pkl,diffusion_gan_generated
dibas,diffusion_gan_dibas_fold1_seed20009_224,1,1,1,"2,3,4,5",0,cocci,20009,224,gan_images_224/diffusion_gan/dibas/fold_1/seed20009.png,gan_images_256/diffusion_gan/dibas/fold_1/seed20009.png,checkpoints/39_train_diffusion_gan_make_images_dibas/fold_1/00000-fold_1_minority_256-mirror-auto1-batch8-target0.6-ada_kimg100-ts_dist-priority-image_augno-noise_sd0.05-diffusion_gan_dibas_fold_1/network-snapshot-000200.pkl,diffusion_gan_generated
dibas,diffusion_gan_dibas_fold1_seed20010_224,1,1,1,"2,3,4,5",0,cocci,20010,224,gan_images_224/diffusion_gan/dibas/fold_1/seed20010.png,gan_images_256/diffusion_gan/dibas/fold_1/seed20010.png,checkpoints/39_train_diffusion_gan_make_images_dibas/fold_1/00000-fold_1_minority_256-mirror-auto1-batch8-target0.6-ada_kimg100-ts_dist-priority-image_augno-noise_sd0.05-diffusion_gan_dibas_fold_1/network-snapshot-000200.pkl,diffusion_gan_generated
dibas,diffusion_gan_dibas_fold1_seed20011_224,1,1,1,"2,3,4,5",0,cocci,20011,224,gan_images_224/diffusion_gan/dibas/fold_1/seed20011.png,gan_images_256/diffusion_gan/dibas/fold_1/seed20011.png,checkpoints/39_train_diffusion_gan_make_images_dibas/fold_1/00000-fold_1_minority_256-mirror-auto1-batch8-target0.6-ada_kimg100-ts_dist-priority-image_augno-noise_sd0.05-diffusion_gan_dibas_fold_1/network-snapshot-000200.pkl,diffusion_gan_generated
dibas,diffusion_gan_dibas_fold1_seed20012_224,1,1,1,"2,3,4,5",0,cocci,20012,224,gan_images_224/diffusion_gan/dibas/fold_1/seed20012.png,gan_images_256/diffusion_gan/dibas/fold_1/seed20012.png,checkpoints/39_train_diffusion_gan_make_images_dibas/fold_1/00000-fold_1_minority_256-mirror-auto1-batch8-target0.6-ada_kimg100-ts_dist-priority-image_augno-noise_sd0.05-diffusion_gan_dibas_fold_1/network-snapshot-000200.pkl,diffusion_gan_generated
dibas,diffusion_gan_dibas_fold1_seed20013_224,1,1,1,"2,3,4,5",0,cocci,20013,224,gan_images_224/diffusion_gan/dibas/fold_1/seed20013.png,gan_images_256/diffusion_gan/dibas/fold_1/seed20013.png,checkpoints/39_train_diffusion_gan_make_images_dibas/fold_1/00000-fold_1_minority_256-mirror-auto1-batch8-target0.6-ada_kimg100-ts_dist-priority-image_augno-noise_sd0.05-diffusion_gan_dibas_fold_1/network-snapshot-000200.pkl,diffusion_gan_generated
dibas,diffusion_gan_dibas_fold1_seed20014_224,1,1,1,"2,3,4,5",0,cocci,20014,224,gan_images_224/diffusion_gan/dibas/fold_1/seed20014.png,gan_images_256/diffusion_gan/dibas/fold_1/seed20014.png,checkpoints/39_train_diffusion_gan_make_images_dibas/fold_1/00000-fold_1_minority_256-mirror-auto1-batch8-target0.6-ada_kimg100-ts_dist-priority-image_augno-noise_sd0.05-diffusion_gan_dibas_fold_1/network-snapshot-000200.pkl,diffusion_gan_generated
dibas,diffusion_gan_dibas_fold1_seed20015_224,1,1,1,"2,3,4,5",0,cocci,20015,224,gan_images_224/diffusion_gan/dibas/fold_1/seed20015.png,gan_images_256/diffusion_gan/dibas/fold_1/seed20015.png,checkpoints/39_train_diffusion_gan_make_images_dibas/fold_1/00000-fold_1_minority_256-mirror-auto1-batch8-target0.6-ada_kimg100-ts_dist-priority-image_augno-noise_sd0.05-diffusion_gan_dibas_fold_1/network-snapshot-000200.pkl,diffusion_gan_generated
dibas,diffusion_gan_dibas_fold1_seed20016_224,1,1,1,"2,3,4,5",0,cocci,20016,224,gan_images_224/diffusion_gan/dibas/fold_1/seed20016.png,gan_images_256/diffusion_gan/dibas/fold_1/seed20016.png,checkpoints/39_train_diffusion_gan_make_images_dibas/fold_1/00000-fold_1_minority_256-mirror-auto1-batch8-target0.6-ada_kimg100-ts_dist-priority-image_augno-noise_sd0.05-diffusion_gan_dibas_fold_1/network-snapshot-000200.pkl,diffusion_gan_generated
dibas,diffusion_gan_dibas_fold1_seed20017_224,1,1,1,"2,3,4,5",0,cocci,20017,224,gan_images_224/diffusion_gan/dibas/fold_1/seed20017.png,gan_images_256/diffusion_gan/dibas/fold_1/seed20017.png,checkpoints/39_train_diffusion_gan_make_images_dibas/fold_1/00000-fold_1_minority_256-mirror-auto1-batch8-target0.6-ada_kimg100-ts_dist-priority-image_augno-noise_sd0.05-diffusion_gan_dibas_fold_1/network-snapshot-000200.pkl,diffusion_gan_generated
dibas,diffusion_gan_dibas_fold1_seed20018_224,1,1,1,"2,3,4,5",0,cocci,20018,224,gan_images_224/diffusion_gan/dibas/fold_1/seed20018.png,gan_images_256/diffusion_gan/dibas/fold_1/seed20018.png,checkpoints/39_train_diffusion_gan_make_images_dibas/fold_1/00000-fold_1_minority_256-mirror-auto1-batch8-target0.6-ada_kimg100-ts_dist-priority-image_augno-noise_sd0.05-diffusion_gan_dibas_fold_1/network-snapshot-000200.pkl,diffusion_gan_generated
dibas,diffusion_gan_dibas_fold1_seed20019_224,1,1,1,"2,3,4,5",0,cocci,20019,224,gan_images_224/diffusion_gan/dibas/fold_1/seed20019.png,gan_images_256/diffusion_gan/dibas/fold_1/seed20019.png,checkpoints/39_train_diffusion_gan_make_images_dibas/fold_1/00000-fold_1_minority_256-mirror-auto1-batch8-target0.6-ada_kimg100-ts_dist-priority-image_augno-noise_sd0.05-diffusion_gan_dibas_fold_1/network-snapshot-000200.pkl,diffusion_gan_generated
dibas,diffusion_gan_dibas_fold1_seed20020_224,1,1,1,"2,3,4,5",0,cocci,20020,224,gan_images_224/diffusion_gan/dibas/fold_1/seed20020.png,gan_images_256/diffusion_gan/dibas/fold_1/seed20020.png,checkpoints/39_train_diffusion_gan_make_images_dibas/fold_1/00000-fold_1_minority_256-mirror-auto1-batch8-target0.6-ada_kimg100-ts_dist-priority-image_augno-noise_sd0.05-diffusion_gan_dibas_fold_1/network-snapshot-000200.pkl,diffusion_gan_generated
dibas,diffusion_gan_dibas_fold1_seed20021_224,1,1,1,"2,3,4,5",0,cocci,20021,224,gan_images_224/diffusion_gan/dibas/fold_1/seed20021.png,gan_images_256/diffusion_gan/dibas/fold_1/seed20021.png,checkpoints/39_train_diffusion_gan_make_images_dibas/fold_1/00000-fold_1_minority_256-mirror-auto1-batch8-target0.6-ada_kimg100-ts_dist-priority-image_augno-noise_sd0.05-diffusion_gan_dibas_fold_1/network-snapshot-000200.pkl,diffusion_gan_generated
dibas,diffusion_gan_dibas_fold1_seed20022_224,1,1,1,"2,3,4,5",0,cocci,20022,224,gan_images_224/diffusion_gan/dibas/fold_1/seed20022.png,gan_images_256/diffusion_gan/dibas/fold_1/seed20022.png,checkpoints/39_train_diffusion_gan_make_images_dibas/fold_1/00000-fold_1_minority_256-mirror-auto1-batch8-target0.6-ada_kimg100-ts_dist-priority-image_augno-noise_sd0.05-diffusion_gan_dibas_fold_1/network-snapshot-000200.pkl,diffusion_gan_generated
dibas,diffusion_gan_dibas_fold1_seed20023_224,1,1,1,"2,3,4,5",0,cocci,20023,224,gan_images_224/diffusion_gan/dibas/fold_1/seed20023.png,gan_images_256/diffusion_gan/dibas/fold_1/seed20023.png,checkpoints/39_train_diffusion_gan_make_images_dibas/fold_1/00000-fold_1_minority_256-mirror-auto1-batch8-target0.6-ada_kimg100-ts_dist-priority-image_augno-noise_sd0.05-diffusion_gan_dibas_fold_1/network-snapshot-000200.pkl,diffusion_gan_generated
dibas,diffusion_gan_dibas_fold1_seed20024_224,1,1,1,"2,3,4,5",0,cocci,20024,224,gan_images_224/diffusion_gan/dibas/fold_1/seed20024.png,gan_images_256/diffusion_gan/dibas/fold_1/seed20024.png,checkpoints/39_train_diffusion_gan_make_images_dibas/fold_1/00000-fold_1_minority_256-mirror-auto1-batch8-target0.6-ada_kimg100-ts_dist-priority-image_augno-noise_sd0.05-diffusion_gan_dibas_fold_1/network-snapshot-000200.pkl,diffusion_gan_generated
